CustomerId,SubscriptionStatus,CallsPerMonth
0811-GSDTP,Active,39
7567-ECMCM,Active,26
6115-ZTBFQ,Active,29
6353-BRMMA,Active,53
6680-WKXRZ,Cancelled,20
6231-WFGFH,Active,32
9904-EHEVJ,Active,55
7028-DVOIQ,Cancelled,43
6169-PPETC,Active,12
4208-UFFGW,Cancelled,17
8584-KMVXD,Active,28
8467-WYNSR,Active,55
0851-DFJKB,Active,16
5382-SOYZL,Active,42
9448-REEVD,Cancelled,7
3261-CQXOL,Active,23
8388-FYNPZ,Active,33
4002-BQWPQ,Active,34
5651-YLPRD,Active,10
2826-DXLQO,Active,16
4378-BZYFP,Active,31
9489-UTFKA,Active,15
4849-PYRLQ,Active,52
9117-SHLZX,Cancelled,36
9889-TMAHG,Cancelled,50
4541-RMRLG,Cancelled,7
7764-BDPEE,Active,5
3429-IFLEM,Active,39
3158-MOERK,Cancelled,29
7294-TMAOP,Cancelled,25
5002-GCQFH,Active,54
0556-FJEGU,Active,26
8919-FYFQZ,Cancelled,10
0604-THJFP,Active,5
2834-JRTUA,Cancelled,6
5875-YPQFJ,Cancelled,9
5879-SESNB,Active,47
6646-QVXLR,Cancelled,23
6461-PPAXN,Active,31
3318-ISQFQ,Active,41
1106-HRLKZ,Active,49
2483-XSSMZ,Active,9
8603-IJWDN,Cancelled,12
8165-ZJRNM,Active,9
9369-XFEHK,Cancelled,9
2604-XVDAM,Active,26
3717-OFRTN,Active,43
9046-JBFWA,Active,14
3280-NMUVX,Active,10
1206-EHBDD,Active,47
8361-LBRDI,Active,54
4883-KCPZJ,Active,43
9108-EQPNQ,Active,52
7277-KAMWT,Active,30
3842-IYKUE,Cancelled,48
6641-XRPSU,Cancelled,21
1374-DMZUI,Cancelled,46
2545-LXYVJ,Active,48
3234-VKACU,Active,40
8357-EQXFO,Cancelled,53
1989-PRJHP,Cancelled,30
8120-JDCAM,Active,24
8917-FAEMR,Active,28
7047-YXDMZ,Active,10
2858-EIMXH,Active,20
9524-EGPJC,Cancelled,5
6993-OHLXR,Cancelled,53
8818-XYFCQ,Cancelled,49
6419-ZTTLE,Active,41
0929-HYQEW,Active,26
6614-YOLAC,Active,44
7426-RHZGU,Active,8
4065-JJAVA,Active,38
4695-VADHF,Cancelled,8
3863-IUBJR,Cancelled,23
7649-SIJJF,Active,12
9361-YNQWJ,Active,8
3748-FVMZZ,Active,19
9391-TTOYH,Active,10
1452-XRSJV,Active,53
3422-WJOYD,Active,22
8242-SOQUO,Active,18
7460-ITWWP,Active,5
7147-AYBAA,Active,7
7868-TMWMZ,Active,24
4822-RVYBB,Cancelled,49
6732-FZUGP,Active,33
8436-BJUMM,Cancelled,12
4184-TJFAN,Cancelled,17
8329-GWVPJ,Active,13
1352-VHKAJ,Active,36
4145-UQXUQ,Cancelled,8
2632-TACXW,Active,46
8146-QQKZH,Active,38
1767-CJKBA,Active,42
6445-TNRXS,Active,50
4581-LNWUM,Active,6
4869-EPIUS,Active,21
9948-YPTDG,Cancelled,53
1236-WFCDV,Cancelled,8
1915-OAKWD,Active,34
7296-PIXQY,Active,21
4883-QICIH,Cancelled,30
3354-OADJP,Active,6
3524-WQDSG,Active,47
0810-DHDBD,Active,23
4026-SKKHW,Active,29
2829-HYVZP,Active,23
8329-IBCTI,Cancelled,6
1271-SJBGZ,Cancelled,46
3845-JHAMY,Active,39
7013-PSXHK,Active,5
5669-SRAIP,Cancelled,39
5981-ITEMU,Cancelled,7
3486-NPGST,Active,34
6941-PMGEP,Cancelled,37
1624-WOIWJ,Cancelled,47
2074-GKOWZ,Cancelled,47
0376-YMCJC,Cancelled,14
6100-FJZDG,Active,34
4829-ZLJTK,Active,11
1730-VFMWO,Active,54
7143-BQIBA,Active,16
3800-LYTRK,Active,15
0634-SZPQA,Cancelled,33
9646-NMHXE,Active,49
7030-NJVDP,Active,12
5536-RTPWK,Cancelled,41
8883-GRDWQ,Active,13
6166-ILMNY,Cancelled,7
3097-NNSPB,Cancelled,19
7771-ZONAT,Active,24
0655-RBDUG,Cancelled,6
2111-DWYHN,Active,22
4194-WHFCB,Active,25
4121-AGSIN,Active,6
4361-BKAXE,Cancelled,50
9845-PEEKO,Active,27
0455-XFASS,Active,47
0301-KOBTQ,Active,7
1751-NCDLI,Active,18
4367-NUYAO,Active,17
9878-TNQGW,Cancelled,20
9170-ARBTB,Active,13
4441-NIHPT,Cancelled,53
8999-BOHSE,Cancelled,34
7241-AJHFS,Active,6
7029-RPUAV,Cancelled,19
4546-FOKWR,Active,46
9036-CSKBW,Active,29
5832-TRLPB,Active,21
8590-YFFQO,Active,6
8659-IOOPU,Active,10
1338-CECEE,Active,20
7439-DKZTW,Active,53
4646-QZXTF,Active,35
4607-CHPCA,Cancelled,14
9742-XOKTS,Active,52
6921-OZMFH,Active,27
9578-FOMUK,Active,47
4712-UYOOI,Active,18
8824-RWFXJ,Cancelled,36
7722-CVFXN,Active,21
8717-VCTXJ,Active,32
7363-QTBIW,Active,10
4159-NAAIX,Active,38
0971-QIFJK,Active,33
9397-TZSHA,Active,23
3391-JSQEW,Active,14
0343-QLUZP,Active,29
9763-PDTKK,Cancelled,44
2176-LVPNX,Active,38
7627-JKIAZ,Cancelled,15
3312-UUMZW,Active,13
1271-UODNO,Active,38
8461-EFQYM,Active,22
6900-RBKER,Active,6
6891-JPYFF,Active,12
1459-QNFQT,Active,16
1047-NNCBF,Active,8
3696-XRIEN,Active,22
4081-DYXAV,Cancelled,49
0074-HDKDG,Active,41
8791-GFXLZ,Active,43
8111-SLLHI,Cancelled,34
0927-LCSMG,Cancelled,21
9330-DHBFL,Active,38
0098-BOWSO,Active,38
3452-ABWRL,Active,43
5859-HZYLF,Active,37
8257-RZAHR,Cancelled,17
5293-WXJAK,Cancelled,21
3156-QLHBO,Active,22
2208-NQBCT,Active,18
1779-PWPMG,Active,48
6621-NRZAK,Active,44
0831-JNISG,Active,25
0774-IFUVM,Active,19
3082-WQRVY,Active,41
9553-DLCLU,Active,12
1641-BYBTK,Active,40
2460-NGXBJ,Active,22
2446-ZKVAF,Active,40
0841-NULXI,Cancelled,47
3522-CDKHF,Active,52
1430-SFQSA,Active,37
0411-EZJZE,Active,26
7851-WZEKY,Cancelled,33
8844-TONUD,Cancelled,14
8807-ARQET,Active,20
8992-CEUEN,Active,36
4320-QMLLA,Active,36
8777-PVYGU,Active,43
8292-ITGYJ,Active,38
6870-ZWMNX,Active,11
0621-CXBKL,Active,6
5268-DSMNQ,Active,32
5334-JLAXU,Active,23
4086-YQSNZ,Cancelled,42
6242-MBHPK,Active,33
5868-CZJDR,Cancelled,7
9359-UGBTK,Active,13
0135-NMXAP,Cancelled,7
4782-OSFXZ,Active,34
6479-OAUSD,Active,29
7129-ACFOG,Active,13
4189-NAKJS,Active,42
5562-BETPV,Active,20
1282-IHQAC,Active,10
9127-FHJBZ,Active,12
6270-OMFIW,Cancelled,36
1641-RQDAY,Active,26
0107-WESLM,Cancelled,29
6994-ORCWG,Active,55
1346-UFHAX,Active,54
3992-YWPKO,Cancelled,43
2933-XEUJM,Active,12
0125-LZQXK,Cancelled,54
5461-QKNTN,Active,48
4835-YSJMR,Active,25
8399-YNDCH,Cancelled,26
3164-YAXFY,Active,48
0887-WBJVH,Active,50
4660-IRIBM,Active,21
5673-FSSMF,Cancelled,46
7670-ZBPOQ,Active,47
8089-UZWLX,Active,22
0080-OROZO,Active,47
3916-NRPAP,Active,49
6807-SIWJI,Active,39
8221-HVAYI,Active,17
1579-KLYDT,Cancelled,30
5232-NXPAY,Active,8
8967-SZQAS,Active,49
4468-KAZHE,Active,48
0455-ENTCR,Active,16
8944-AILEF,Active,34
5542-NKVRU,Active,45
7126-RBHSD,Active,27
5370-IIVVL,Active,55
6789-HJBWG,Active,16
3927-NLNRY,Cancelled,26
9087-EYCPR,Active,15
6791-YBNAK,Active,19
6358-LYNGM,Cancelled,22
6077-BDPXA,Active,38
0013-MHZWF,Active,43
5494-HECPR,Cancelled,46
8268-YDIXR,Active,33
9824-BEMCV,Cancelled,36
1373-ORVIZ,Cancelled,27
4291-SHSBH,Active,5
6980-IMXXE,Active,46
9866-QEVEE,Cancelled,52
9897-KXHCM,Cancelled,45
0040-HALCW,Active,32
0784-GTUUK,Active,52
7979-CORPM,Cancelled,48
2294-DMMUS,Active,21
0872-JCPIB,Active,35
3055-MJDSB,Active,52
9091-WTUUY,Active,28
1618-CFHME,Cancelled,12
3165-HDOEW,Cancelled,20
6581-NQCBA,Cancelled,13
7115-IRDHS,Active,52
8496-DMZUK,Active,28
2040-VZIKE,Active,54
9068-VPWQQ,Active,46
0178-SZBHO,Active,45
0384-RVBPI,Active,9
1689-MRZQR,Cancelled,15
1299-AURJA,Active,45
4525-VZCZG,Active,39
1543-LLLFT,Active,36
5835-BEQEU,Cancelled,55
2788-CJQAQ,Active,50
5565-FILXA,Cancelled,35
0319-QZTCO,Active,50
2120-SMPEX,Active,21
0096-FCPUF,Active,16
0668-OGMHD,Active,53
5552-ZNFSJ,Cancelled,43
2223-KAGMX,Cancelled,14
6507-ZJSUR,Active,31
9408-HRXRK,Active,25
5593-SUAOO,Active,17
7321-PKUYW,Cancelled,22
2833-SLKDQ,Cancelled,46
6766-HFKLA,Active,20
7595-EUIVN,Cancelled,52
7617-EYGLW,Active,21
2026-TGDHM,Cancelled,30
9220-ZNKJI,Active,26
4030-VPZBD,Cancelled,34
2226-ICFDO,Active,36
0723-VSOBE,Active,15
5529-GIBVH,Active,15
4187-CINZD,Cancelled,43
9992-UJOEL,Active,44
4741-WWJQZ,Active,23
6625-UTXEW,Active,30
6818-WOBHJ,Cancelled,37
6244-BESBM,Active,55
1004-NOZNR,Active,11
1251-STYSZ,Active,45
2612-PHGOX,Active,22
2408-TZMJL,Cancelled,29
8480-PPONV,Active,11
8780-IHCRN,Active,25
4598-ZADCK,Active,37
1257-SXUXQ,Active,48
9681-KYGYB,Active,18
7182-OVLBJ,Active,37
5095-ETBRJ,Active,38
7005-CYUIL,Active,28
4821-WQOYN,Active,5
4730-AWNAU,Active,16
3452-FLHYD,Active,10
2388-LAESQ,Active,37
9531-NSBMR,Active,5
6260-ONULR,Active,11
4389-UEFCZ,Active,17
8711-LOBKY,Active,28
9134-CEQMF,Cancelled,45
8985-OOPOS,Active,46
8800-ZKRFW,Active,26
2616-FLVQC,Active,48
9968-FFVVH,Active,38
3108-PCCGG,Active,14
7993-PYKOF,Cancelled,33
8390-FESFV,Active,47
3022-BEXHZ,Active,38
5027-XWQHA,Cancelled,23
6248-TKCQV,Active,9
6729-GDNGC,Active,15
6198-ZFIOJ,Active,22
5989-OMNJE,Active,40
4566-QVRRW,Cancelled,38
1291-CUOCY,Active,52
9795-SHUHB,Active,16
3230-IUALN,Active,54
0042-RLHYP,Active,24
8519-IMDHU,Cancelled,6
4945-RVMTE,Active,50
0201-OAMXR,Cancelled,43
1866-NXPSP,Active,31
3372-KWFBM,Cancelled,28
7831-QGOXH,Cancelled,43
6393-WRYZE,Cancelled,14
3941-XTSKM,Active,51
1661-CZBAU,Active,52
6599-RCLCJ,Cancelled,18
9831-BPFRI,Cancelled,48
5158-RIVOP,Active,14
9788-YTFGE,Active,11
9277-JOOMO,Active,10
1907-YLNYW,Active,53
1725-MIMXW,Cancelled,35
8947-YRTDV,Active,22
3161-ONRWK,Active,29
0114-RSRRW,Active,11
4565-NLZBV,Active,9
0031-PVLZI,Cancelled,33
7206-GZCDC,Cancelled,52
6682-VCIXC,Active,23
4791-QRGMF,Cancelled,11
6475-VHUIZ,Active,51
3910-MRQOY,Active,52
0661-WCQNQ,Active,46
7537-RBWEA,Active,45
4656-CAURT,Active,53
0121-SNYRK,Active,27
1768-ZAIFU,Cancelled,19
4671-LXRDQ,Cancelled,18
3733-LSYCE,Active,25
6265-FRMTQ,Active,35
1934-SJVJK,Cancelled,5
3838-OZURD,Cancelled,37
1371-DWPAZ,Active,42
9269-CQOOL,Cancelled,9
2017-CCBLH,Active,55
7690-KPNCU,Active,51
0536-BGFMZ,Active,33
2293-IJWPS,Active,52
2845-HSJCY,Cancelled,44
5469-NUJUR,Active,35
1184-PJVDB,Cancelled,34
2625-TRCZQ,Active,54
4102-HLENU,Active,15
7266-GSSJX,Active,54
7722-VJRQD,Active,34
7073-QETQY,Active,43
9415-DPEWS,Cancelled,33
5624-RYAMH,Active,55
0196-JTUQI,Active,54
7130-YXBRO,Active,15
9272-LSVYH,Active,13
7943-RQCHR,Cancelled,32
3793-MMFUH,Cancelled,36
3249-ZPQRG,Cancelled,33
2568-BRGYX,Cancelled,42
3084-DOWLE,Active,10
1084-MNSMJ,Active,5
7721-JXEAW,Cancelled,34
7249-WBIYX,Cancelled,55
4238-HFHSN,Active,53
6250-CGGUN,Active,6
5478-JJVZK,Active,13
7596-IIWYC,Active,48
6567-HOOPW,Cancelled,46
9793-WECQC,Active,44
4291-HPAXL,Active,17
8999-YPYBV,Active,10
1839-FBNFR,Active,36
3164-AALRN,Cancelled,35
3071-MVJCD,Active,48
1697-BCSHV,Active,30
0562-KBDVM,Active,11
1131-SUEKT,Active,6
3717-OEAUQ,Active,24
4538-WNTMJ,Active,28
3334-CTHOL,Cancelled,42
4704-ERYFC,Cancelled,27
9432-RUVSL,Active,48
8060-HIWJJ,Active,55
7684-XSZIY,Active,53
9089-UOWJG,Active,9
8621-MNIHH,Cancelled,46
8039-ACLPL,Active,36
9885-AIBVB,Active,26
1934-MKPXS,Active,19
2592-YKDIF,Active,55
2272-JKMSI,Active,21
0471-LVHGK,Cancelled,23
9518-RWHZL,Cancelled,27
8714-CTZJW,Active,39
3569-EDBPQ,Active,53
3131-NWVFJ,Active,14
7521-YXVZY,Active,38
5419-CONWX,Cancelled,39
6240-EURKS,Cancelled,24
2373-NTKOD,Active,38
1970-KKFWL,Active,52
6960-HVYXR,Cancelled,26
9337-SRRNI,Active,27
0895-UADGO,Active,50
5678-VFNEQ,Active,42
5977-CKHON,Active,13
7024-OHCCK,Cancelled,43
2692-BUCFV,Active,7
7861-UVUFT,Cancelled,48
1830-GGFNM,Active,34
5302-BDJNT,Active,17
5223-UZAVK,Active,29
4859-ZSRDZ,Active,12
5651-WYIPH,Active,28
9350-VLHMB,Active,30
3498-LZGQZ,Active,53
8785-CJSHH,Active,8
5357-TZHPP,Cancelled,45
3870-SPZSI,Active,30
0680-DFNNY,Cancelled,52
7560-QRBXH,Active,32
7077-XJMET,Active,16
8752-GHJFU,Active,52
6896-SRVYQ,Active,9
7767-UXAGJ,Cancelled,18
4652-ODEVH,Active,42
6510-UPNKS,Active,41
6718-BDGHG,Active,14
9046-DQMTP,Active,29
6439-LAJXL,Active,35
1571-SAVHK,Cancelled,55
9052-VKDUW,Active,30
9546-CQJSU,Cancelled,17
1666-JZPZT,Active,18
5777-KJIRB,Active,18
0506-LVNGN,Cancelled,28
7677-SJJJK,Active,49
2480-EJWYP,Active,47
3253-HKOKL,Active,18
7055-HNEOJ,Active,32
5514-YQENT,Active,12
3211-AAPKX,Active,47
8445-DNBAE,Active,33
2951-QOQTK,Cancelled,48
2958-NHPPS,Active,21
6806-YDEUL,Active,30
1735-XMJVH,Active,26
6890-PFRQX,Active,45
0222-CNVPT,Active,35
5899-OUVKV,Active,38
8681-ICONS,Active,43
1621-YNCJH,Active,15
3473-XIIIT,Cancelled,27
6362-QHAFM,Active,48
7893-IXHRQ,Cancelled,47
3070-BDOQC,Active,54
2952-QAYZF,Cancelled,20
6234-PFPXL,Active,15
9824-QCJPK,Active,43
4763-PGDPO,Cancelled,32
4283-IVYCI,Active,34
1866-OBPNR,Active,20
8205-MQUGY,Active,17
8970-ANWXO,Active,39
9480-BQJEI,Active,40
5394-SVGJV,Cancelled,10
6979-TNDEU,Active,50
9777-WJJPR,Active,55
9283-LZQOH,Cancelled,10
7079-QRCBC,Cancelled,47
9495-SKLKD,Active,50
6048-UWKAL,Active,47
5067-DGXLL,Active,26
5469-CTCWN,Cancelled,34
9851-QXEEQ,Cancelled,41
6281-FKEWS,Active,15
8898-KASCD,Active,27
9242-TKFSV,Active,8
9290-SHCMB,Active,55
0743-HNPFG,Active,34
2277-BKJKN,Active,51
9809-IMGCQ,Cancelled,27
5208-HFSBT,Cancelled,7
5035-PGZXH,Active,45
8695-WDYEA,Active,50
6543-JXSOO,Active,17
8016-ZMGMO,Active,51
8605-ITULD,Active,42
3254-YRILK,Cancelled,16
6416-YJTTB,Active,37
2667-WYLWJ,Cancelled,37
4472-VESGY,Active,12
3195-TQDZX,Active,12
3128-YOVTD,Active,42
0529-ONKER,Cancelled,20
1728-CXQBE,Active,16
7041-TXQJH,Active,44
5014-GSOUQ,Active,30
5724-BIDBU,Active,40
0481-SUMCB,Active,41
1769-GRUIK,Active,15
5240-IJOQT,Cancelled,49
8819-WFGGJ,Active,23
7427-AUFPY,Active,38
2811-POVEX,Active,22
1092-GANHU,Cancelled,32
7898-PDWQE,Active,44
9972-EWRJS,Active,20
9314-IJWSQ,Active,38
0661-XEYAN,Cancelled,46
5799-JRCZO,Active,42
1921-KYSAY,Active,39
6198-RTPMF,Active,11
2924-KHUVI,Active,23
1925-GMVBW,Active,31
7881-EVUAD,Cancelled,35
6184-DYUOB,Active,53
9207-ZPANB,Active,52
5766-XQXMQ,Cancelled,23
9327-QSDED,Active,7
1656-DRSMG,Active,23
3012-VFFMN,Active,7
2984-AFWNC,Active,7
0640-YJTPY,Active,14
8096-LOIST,Active,51
9764-REAFF,Active,17
3703-VAVCL,Cancelled,9
7107-UBYKY,Active,44
4881-GQJTW,Active,55
8519-QJGJD,Cancelled,15
7876-DNYAP,Active,13
7905-NJMXS,Active,23
2882-WDTBA,Active,5
2091-GPPIQ,Active,10
6326-MTTXK,Cancelled,20
5071-FBJFS,Active,7
2796-UUZZO,Active,44
2429-AYKKO,Active,24
9798-OPFEM,Active,42
0330-IVZHA,Cancelled,44
3794-NFNCH,Active,8
5193-QLVZB,Active,23
7114-AEOZE,Active,22
2886-KEFUM,Cancelled,51
5522-NYKPB,Active,25
4237-RLAQD,Cancelled,42
9957-YODKZ,Active,44
6518-KZXCB,Active,40
2245-ADZFJ,Active,36
7776-QGYJC,Active,33
9313-QOLTZ,Active,39
9651-GTSAQ,Cancelled,47
3186-BAXNB,Cancelled,40
4672-FOTSD,Active,20
0637-YLETY,Cancelled,20
9818-XQCUV,Active,48
7338-ERIVA,Active,7
1157-BQCUW,Cancelled,13
8259-NFJTV,Active,6
3223-DWFIO,Active,12
2660-EMUBI,Cancelled,11
6968-GMKPR,Active,47
4751-ERMAN,Active,29
1436-ZMJAN,Active,36
3292-PBZEJ,Active,22
0799-DDIHE,Active,53
3070-FNFZQ,Active,49
2812-SFXMJ,Active,31
7675-OZCZG,Cancelled,46
5014-WUQMG,Active,50
5312-TSZVC,Active,11
2003-CKLOR,Cancelled,24
0993-OSGPT,Active,7
9254-RBFON,Cancelled,15
1205-WNWPJ,Cancelled,9
9391-EOYLI,Cancelled,36
7108-DGVUU,Active,18
2782-JEEBU,Active,50
5127-BZENZ,Active,40
2720-FVBQP,Active,47
9906-NHHVC,Active,51
4522-XRWWI,Active,18
3766-EJLFL,Active,16
5939-SXWHM,Active,17
8152-UOBNY,Active,42
7351-KYHQH,Active,55
7643-RCHXS,Active,52
8246-SHFGA,Active,45
8387-MOJJT,Cancelled,23
0620-XEFWH,Active,15
6485-QXWWE,Active,25
2761-OCIAX,Cancelled,21
7321-VGNKU,Active,46
5327-CNLUQ,Active,42
7552-KEYGT,Active,29
5816-JMLGY,Active,54
3068-OMWZA,Cancelled,18
2927-QRRQV,Active,13
6032-KRXXO,Cancelled,32
7459-RRWQZ,Cancelled,51
6265-SXWBU,Active,53
7941-RCJOW,Active,52
6374-NTQLP,Active,45
4154-AQUGT,Cancelled,52
2387-KDZQY,Active,15
3584-WKTTW,Active,20
3399-BMLVW,Active,24
1971-DTCZB,Active,14
3092-IGHWF,Cancelled,37
3374-PZLXD,Active,35
3813-DHBBB,Active,36
2812-REYAT,Active,19
6518-PPLMZ,Active,53
4939-KYYPY,Active,24
8017-LXHFA,Cancelled,10
5930-GBIWP,Active,30
6022-KOUQO,Active,53
6352-TWCAU,Cancelled,7
2361-UPSND,Active,31
6035-RIIOM,Active,34
2929-QNSRW,Cancelled,19
1262-OPMFY,Cancelled,44
9504-DSHWM,Active,26
5035-BVCXS,Active,24
6267-DCFFZ,Active,37
3533-UVMOM,Active,44
2439-LYPMQ,Active,9
4248-QPAVC,Cancelled,55
1899-VXWXM,Cancelled,33
1478-VPOAD,Active,36
9995-HOTOH,Active,16
2988-PLAHS,Active,52
1371-OJCEK,Active,18
4999-IEZLT,Active,29
8883-ANODQ,Active,33
4690-LLKUA,Cancelled,15
2351-RRBUE,Active,7
5980-BDHPY,Active,40
1498-DQNRX,Active,13
9469-WEJBT,Active,7
3331-HQDTW,Cancelled,31
9490-DFPMD,Cancelled,24
2581-VKIRT,Active,30
5442-XSDCW,Cancelled,29
7426-WEIJX,Active,51
2851-MMUTZ,Active,52
3049-NDXFL,Cancelled,27
8580-AECUZ,Cancelled,39
3307-TLCUD,Active,8
6625-FLENO,Active,28
2967-MXRAV,Active,30
7963-GQRMY,Cancelled,10
8189-HBVRW,Active,23
4163-KIUHY,Active,11
1228-FZFRV,Cancelled,20
3500-NSDOA,Active,24
1171-TYKUR,Active,21
3761-FLYZI,Active,39
2058-DCJBE,Cancelled,50
5364-XYIRR,Cancelled,44
4829-AUOAX,Cancelled,33
1219-NNDDO,Active,11
8388-DMKAE,Active,27
4403-BWPAY,Active,49
9659-QEQSY,Active,41
5405-ZMYXQ,Active,55
5047-LHVLY,Cancelled,28
1442-OKRJE,Active,39
4737-AQCPU,Active,26
9158-VCTQB,Cancelled,7
2808-CHTDM,Active,31
6311-UEUME,Cancelled,50
0793-TWELN,Active,26
3283-WCWXT,Active,40
1060-ENTOF,Active,43
0999-QXNSA,Active,19
5451-MHQOF,Active,14
4836-WNFNO,Active,26
9225-BZLNZ,Active,23
0354-VXMJC,Active,16
4422-QVIJA,Active,21
9365-SRSZE,Active,50
6839-ITVZJ,Cancelled,18
8332-OSJDW,Active,29
4735-BJKOU,Active,45
0274-JKUJR,Active,36
5740-YHGTW,Active,25
8917-SZTTJ,Active,55
1696-MZVAU,Active,30
7359-WWYJV,Active,22
0375-HVGXO,Cancelled,55
4906-ZHGPK,Active,6
8593-WHYHV,Cancelled,8
3795-GWTRD,Active,29
1298-PHBTI,Active,6
6223-DHJGV,Active,47
6961-MJKBO,Active,51
6097-EQISJ,Cancelled,49
4423-YLHDV,Cancelled,27
8158-WPEZG,Active,38
0107-YHINA,Cancelled,9
4918-FYJNT,Active,52
0727-BNRLG,Active,37
4854-CIDCF,Active,33
8640-SDGKB,Cancelled,28
3280-MRDOF,Active,34
6435-SRWBJ,Active,5
9964-WBQDJ,Active,45
6303-KFWSL,Active,7
1702-CCFNJ,Active,41
8932-CZHRQ,Active,42
0386-CWRGM,Active,19
5515-RUGKN,Active,37
0404-AHASP,Active,47
7279-NMVJC,Active,17
2081-VEYEH,Active,30
6407-UTSLV,Active,39
4116-TZAQJ,Cancelled,39
9060-HJJRW,Active,7
2587-YNLES,Active,47
7398-SKNQZ,Active,34
5935-FCCNB,Active,10
1958-RNRKS,Active,29
5136-RGMZO,Active,27
8345-MVDYC,Active,14
8226-BXGES,Active,7
3877-JRJIP,Cancelled,35
8375-DKEBR,Cancelled,41
9705-IOVQQ,Active,19
1015-OWJKI,Active,36
7511-YMXVQ,Cancelled,7
2040-XBAVJ,Active,19
7551-JOHTI,Cancelled,40
8887-IPQNC,Active,39
8646-JCOMS,Active,42
9804-ICWBG,Cancelled,40
1222-KJNZD,Active,46
0106-GHRQR,Active,12
5318-IXUZF,Cancelled,14
3768-VHXQO,Active,46
8952-WCVCD,Active,15
2418-TPEUN,Active,33
3963-RYFNS,Active,54
3198-VELRD,Cancelled,45
8540-ZQGEA,Active,27
1320-REHCS,Active,39
4137-JOPHL,Active,35
9436-ZBZCT,Cancelled,41
7801-CEDNV,Active,30
2057-BOYKM,Active,50
3658-QQJYD,Active,53
1803-BGNBD,Active,27
0134-XWXCE,Active,44
6950-TWMYB,Active,49
5848-FHRFC,Active,35
2243-FNMMI,Active,35
2511-MORQY,Active,22
5356-KZCKT,Active,42
9470-XCCEM,Active,34
6519-CFDBX,Active,17
3902-MIVLE,Active,51
0409-WTMPL,Active,22
8763-KIAFH,Active,46
3669-WHAFY,Active,36
3055-VTCGS,Active,28
3144-KMTWZ,Active,51
7279-BUYWN,Cancelled,16
7156-MHUGY,Cancelled,17
7198-GLXTC,Cancelled,39
2007-QVGAW,Active,27
5207-PLSTK,Active,6
2307-FYNNL,Active,7
5605-XNWEN,Active,44
2155-AMQRX,Active,53
6181-AXXYF,Active,45
5091-HFAZW,Active,47
0516-VRYBW,Cancelled,18
2519-LBNQL,Active,53
8623-ULFNQ,Active,28
8380-PEFPE,Cancelled,34
5687-DKDTV,Cancelled,18
1568-LJSZU,Active,14
7530-HDYDS,Cancelled,11
7789-HKSBS,Active,16
7416-CKTEP,Active,13
2586-CWXVV,Active,11
3096-IZETN,Cancelled,42
2348-KCJLT,Active,11
8401-EMUWF,Active,12
4193-IBKSW,Active,24
5377-NDTOU,Active,47
5922-ABDVO,Cancelled,46
2474-LCNUE,Active,7
0839-QNXME,Active,27
3506-OVLKD,Active,51
9172-ANCRX,Cancelled,53
6650-VJONK,Active,16
2178-PMGCJ,Active,22
7492-TAFJD,Active,47
2773-MADBQ,Active,44
6016-LVTJQ,Active,31
7860-KSUGX,Active,37
8966-KZXXA,Active,21
6910-HADCM,Cancelled,52
4816-LXZYW,Cancelled,35
9606-PBKBQ,Cancelled,51
5149-QYTTU,Active,10
2070-XYMFH,Active,44
2085-BOJKI,Active,53
0817-HSUSE,Active,42
5442-PPTJY,Active,25
1927-QEWMY,Active,42
1663-MHLHE,Active,10
5663-QBGIS,Active,42
4450-MDZFX,Active,14
6701-DHKWQ,Active,30
7554-AKDQF,Active,39
3536-IQCTX,Cancelled,53
4911-BANWH,Cancelled,12
8496-EJAUI,Cancelled,22
0794-YVSGE,Active,17
5423-BHIXO,Active,20
6908-VVYHM,Active,31
2959-EEXWB,Active,22
1839-UMACK,Active,42
3030-YDNRM,Active,27
7321-KKSDU,Active,51
3402-XRIUO,Active,23
3132-TVFDZ,Cancelled,40
8286-AFUYI,Active,37
8080-DDEMJ,Cancelled,29
8356-WUAOJ,Active,29
6365-MTGZX,Cancelled,5
1349-WXNGG,Cancelled,37
8058-DMYRU,Active,36
9350-ZXYJC,Active,31
6990-YNRIO,Cancelled,52
8958-JPTRR,Active,12
6959-GQEGV,Active,54
3173-WSSUE,Active,39
1265-HVPZB,Active,44
4115-UMJFQ,Active,10
7369-TRPFD,Active,21
1098-KFQEC,Active,55
7190-XHTWJ,Active,54
0621-TWIEM,Cancelled,42
3537-RYBHH,Active,37
2485-ITVKB,Cancelled,51
3669-OYSJI,Cancelled,5
1612-EOHDH,Cancelled,22
6702-OHFWR,Cancelled,10
5296-BFCYD,Active,48
4510-PYUSH,Cancelled,39
9359-JANWS,Active,21
7517-SAWMO,Cancelled,32
4143-HHPMK,Cancelled,34
3279-DYZQM,Active,45
7054-LGEQW,Cancelled,41
0523-VNGTF,Active,28
9575-IWCAZ,Active,18
7105-MXJLL,Active,51
7064-FRRSW,Active,13
7940-UQQUG,Active,45
0923-PNFUB,Cancelled,9
3961-SXAXY,Active,31
7010-BRBUU,Active,31
3566-HJGPK,Active,23
3062-ICYZQ,Active,25
9938-PRCVK,Active,43
0973-KYVNF,Active,12
5129-HHMZC,Active,50
9637-CDTKZ,Active,10
3946-JEWRQ,Active,40
7873-CVMAW,Active,24
0463-WZZKO,Active,49
3494-JCHRQ,Cancelled,39
